122303922;797457670;1367094036;
122303922;1367094036;1367094039;
122303922;1367094039;3308761037;
122303922;3308761037;1367094019;
122303922;1367094019;1367094025;
122303922;1367094025;1367094038;
122303922;1367094038;1367094023;
46620917;595759844;595760082;
46620917;595760082;595760083;
46620917;595760083;595760085;
46620917;595760085;595760088;
46620917;595760088;595760090;
46621335;595681616;595763715;
46621335;595763715;595763695;
46621335;595763695;595763699;
46621335;595763699;595763702;
46621335;595763702;595763675;
46621335;595763675;595763678;
46621335;595763678;595763679;
46621335;595763679;595763681;
46621335;595763681;595763684;
46621335;595763684;595763690;
46621335;595763690;595763693;
46621335;595763693;595763709;
46621335;595763709;595763711;
46621335;595763711;595763713;
46621335;595763713;595763719;
46621335;595763719;595763724;
46621335;595763724;595763727;
46621335;595763727;595763732;
46621335;595763732;595763734;
46621335;595763734;595763737;
46621335;595763737;595763740;
46621335;595763740;595763746;
46621338;595763746;595763762;
46621338;595763762;595763759;
46621341;595763793;595763788;
46621341;595763788;595763791;
46621341;595763791;595760086;
46621341;595760086;595763800;
46621341;595763800;1412143268;
46621341;1412143268;595763795;
46621341;595763795;595763797;
46621341;595763797;595678063;
46621341;595678063;595763790;
46621341;595763790;595763793;
46834059;598195061;598195062;
46834058;598195062;598195063;
46834058;598195063;598195064;
46834058;598195064;598195067;
46874303;598496997;598496999;
46874303;598496999;598497001;
46874303;598497001;598496971;
46874303;598496971;598496993;
46874303;598496993;598496996;
46874303;598496996;598496978;
46874303;598496978;598496980;
46874303;598496980;598496982;
46874303;598496982;598496984;
46874303;598496984;598496986;
46874303;598496986;598496988;
46874303;598496988;598496974;
46874303;598496974;598496976;
46874303;598496976;598496964;
46874303;598496964;598496924;
46874303;598496924;598496926;
46874303;598496926;598496928;
46874303;598496928;598496965;
46874303;598496965;598496967;
46874303;598496967;598496969;
46874303;598496969;598496990;
46874303;598496990;598496992;
46874303;598496992;598496961;
46874303;598496961;598496952;
46874303;598496952;598496955;
46874303;598496955;598496957;
46874303;598496957;598496959;
46874303;598496959;598496910;
46874303;598496910;598496912;
46874303;598496912;598496913;
46874303;598496913;598496894;
46874305;598496894;598496895;
46874305;598496895;598496897;
46874305;598496897;598496881;
46874305;598496881;598496879;
46874305;598496879;598496876;
46874305;598496876;598496883;
46874305;598496883;598496885;
46874667;598496935;598496937;
46874667;598496937;598496939;
46874667;598496939;598496941;
46874667;598496941;598496900;
46874667;598496900;598496903;
46874667;598496903;598496905;
46874667;598496905;598496907;
46874667;598496907;598496915;
46874667;598496915;598496943;
46874667;598496943;598496946;
46874667;598496946;598496948;
46874667;598496948;598496950;
46874667;598496950;598496917;
46874667;598496917;598496920;
46874667;598496920;598496922;
